iter	MAE
0	0.3743413216
1	0.3460518825
2	0.3184861292
3	0.296986148
4	0.2759124554
5	0.2559554493
6	0.2386786112
7	0.2251318013
8	0.2132512196
9	0.1989081182
10	0.1892099837
11	0.179196265
12	0.1707720615
13	0.1621353083
14	0.1542377358
15	0.1485128214
16	0.1417336144
17	0.1359118023
18	0.1320817801
19	0.1250883858
20	0.1214639885
21	0.1173541926
22	0.1146566401
23	0.1128037605
24	0.1102543181
25	0.1091179318
26	0.1069882364
27	0.1045903411
28	0.1016886756
29	0.09833840263
30	0.09560310124
31	0.09322803392
32	0.09192474754
33	0.08999233927
34	0.0892001957
35	0.08769068779
36	0.08580929506
37	0.084721034
38	0.08378493469
39	0.08193780214
40	0.08080460927
41	0.07957352212
42	0.07903091848
43	0.07849282406
44	0.07757991183
45	0.07657067465
46	0.07583961593
47	0.07517619301
48	0.07366150158
49	0.07287345392
50	0.0718697334
51	0.07148400973
52	0.07071068559
53	0.06941013896
54	0.06912874342
55	0.0688326098
56	0.06813746676
57	0.06749192638
58	0.06722368671
59	0.06651831175
60	0.06552500825
61	0.06363869265
62	0.06339255451
63	0.06288797637
64	0.062362994
65	0.06230558245
66	0.06167157438
67	0.06148510011
68	0.06013253718
69	0.05985023683
70	0.05934516089
71	0.05931308172
72	0.05923215829
73	0.05724975951
74	0.05715768684
75	0.05714715287
76	0.05651818925
77	0.05635471578
78	0.0563094209
79	0.05620876322
80	0.05599001561
81	0.05430445116
82	0.05404173369
83	0.05394973741
84	0.05372031127
85	0.05342700078
86	0.05331586776
87	0.05254436268
88	0.05237772167
89	0.05225873625
90	0.05223075665
91	0.05209239738
92	0.05132727125
93	0.05112210593
94	0.05081207753
95	0.05068230607
96	0.0501057694
97	0.04971879305
98	0.0495082164
99	0.04925379129
100	0.04917396242
101	0.04865532236
102	0.04803805392
103	0.04799694863
104	0.0479432421
105	0.04780974648
106	0.04754096932
107	0.0474617469
108	0.04737965403
109	0.04729074433
110	0.04658015943
111	0.0463153948
112	0.04623224171
113	0.04610422487
114	0.04552953494
115	0.04546375806
116	0.04543514016
117	0.04485884321
118	0.04462534558
119	0.04421595223
120	0.04418222156
121	0.04415287349
122	0.04403916102
123	0.04398709656
124	0.043739941
125	0.04342399471
126	0.04273278521
127	0.04223922213
128	0.04180716048
129	0.04175297637
130	0.04167376587
131	0.04139655909
132	0.04096410244
133	0.04080044602
134	0.04071347235
135	0.04056426747
136	0.04035111208
137	0.04011171143
138	0.03994300665
139	0.03914274503
140	0.03894176366
141	0.03882299913
142	0.03865933052
143	0.03853601865
144	0.03849019031
145	0.0384250501
146	0.038263321
147	0.03814823284
148	0.03791308971
149	0.03785861564
150	0.03781330716
151	0.03761828923
152	0.03757024467
153	0.03676000975
154	0.0366915922
155	0.03668210053
156	0.03667259922
157	0.03654176084
158	0.03627565461
159	0.03619155938
160	0.03606299478
161	0.03591082171
162	0.03585421629
163	0.03578563427
164	0.03551111793
165	0.03545779047
166	0.03527894374
167	0.03523581126
168	0.03517156446
169	0.03515254836
170	0.03510164081
171	0.03507029499
172	0.03503906657
173	0.03501663915
174	0.03475855116
175	0.03470689902
176	0.03461054948
177	0.03458693263
178	0.03449145673
179	0.03445063864
180	0.03436059095
181	0.03429961482
182	0.03419795359
183	0.03417242744
184	0.03390109358
185	0.03368158139
186	0.03363231397
187	0.03361625271
188	0.03354226587
189	0.03350945456
190	0.03349019543
191	0.03345372452
192	0.0333441665
193	0.03328479101
194	0.0332594698
195	0.03322149837
196	0.03320165365
197	0.03307003097
198	0.03288269532
199	0.03212331074
200	0.03204745766
201	0.03195850258
202	0.03194650052
203	0.03193128868
204	0.03190188906
205	0.03187792177
206	0.03183744247
207	0.03179401778
208	0.03173362519
209	0.03155711555
210	0.03152532252
211	0.03150589435
212	0.03137532089
213	0.031361629
214	0.03100319655
215	0.03092543
216	0.03068198196
217	0.03062373716
218	0.03061453644
219	0.03056805438
220	0.03051297603
221	0.03046780348
222	0.03045742233
223	0.03041873001
224	0.03040936936
225	0.03040396304
226	0.03037324475
227	0.03035187115
228	0.03022451115
229	0.02985515412
230	0.02984772983
231	0.02982513612
232	0.02977260387
233	0.02965694415
234	0.02957504656
235	0.02955758573
236	0.02927008361
237	0.0288161117
238	0.02866181286
239	0.02865245473
240	0.02779472855
241	0.02768486974
242	0.02766996381
243	0.02766791669
244	0.027652182
245	0.02761992482
246	0.02760494641
247	0.02757673516
248	0.0274943902
249	0.02748629035
250	0.02745161156
251	0.0273531134
252	0.02719133712
253	0.02718485676
254	0.02716386308
255	0.02715662212
256	0.02710638955
257	0.0270695172
258	0.02704046246
259	0.02703273295
260	0.02690054518
261	0.02686050743
262	0.02684993072
263	0.02684789646
264	0.02681574637
265	0.02677961513
266	0.02674151954
267	0.02664245312
268	0.02661975763
269	0.02646794471
270	0.02646708059
271	0.02644872557
272	0.02640216428
273	0.02639500088
274	0.02638906956
275	0.0263521731
276	0.02626590879
277	0.02626303127
278	0.02624104685
279	0.0259792219
280	0.02597290489
281	0.02593676531
282	0.02588916194
283	0.02588181101
284	0.0258477566
285	0.02581733749
286	0.02576154973
287	0.02567959786
288	0.0256762488
289	0.02566500716
290	0.02566253438
291	0.02564616824
292	0.02521961973
293	0.02507134557
294	0.02506636027
295	0.02504957214
296	0.02479791301
297	0.02446353416
298	0.02443952812
299	0.02443450791
300	0.0244225243
301	0.0243868594
302	0.02424533193
303	0.0242432335
304	0.02380890516
305	0.02375671772
306	0.02375067321
307	0.02374182598
308	0.02372932864
309	0.02370854088
310	0.02370326058
311	0.02367486758
312	0.02366774699
313	0.02364079112
314	0.02359833113
315	0.02320402227
316	0.02320144359
317	0.02319518786
318	0.02318539555
319	0.0231456642
320	0.02313519733
321	0.02311859186
322	0.02272710025
323	0.02253872074
324	0.02252289398
325	0.0225175443
326	0.0225058307
327	0.02247671852
328	0.02245631379
329	0.02244734144
330	0.02242626569
331	0.02241104706
332	0.02240160686
333	0.02225463108
334	0.02219675688
335	0.02219180468
336	0.02218834874
337	0.02217926262
338	0.02212490494
339	0.02211807012
340	0.02211581809
341	0.02210474752
342	0.0220982003
343	0.0220899325
344	0.02208654612
345	0.02196360302
346	0.02193543373
347	0.02192274272
348	0.02191746535
349	0.02190752194
350	0.02189001002
351	0.02188308089
352	0.02187672027
353	0.02186158845
354	0.0218493992
355	0.02183863393
356	0.02183616588
357	0.02171868914
358	0.02168094529
359	0.02167095058
360	0.02165599037
361	0.02164607612
362	0.02164130578
363	0.02162192699
364	0.02161949159
365	0.021594219
366	0.02159210803
367	0.02154063209
368	0.02153866175
369	0.02151437581
370	0.02150760827
371	0.02150474181
372	0.02150416337
373	0.02132543528
374	0.02131197569
375	0.021118549
376	0.02109603474
377	0.02109368039
378	0.02109057748
379	0.02108743592
380	0.02108080497
381	0.02107688484
382	0.02107578531
383	0.02105834867
384	0.0210509497
385	0.02103163525
386	0.02102684014
387	0.02102448715
388	0.02097484659
389	0.02096981703
390	0.02089921535
391	0.02089494456
392	0.02089052897
393	0.02088918379
394	0.02088214582
395	0.02088130743
396	0.02087978298
397	0.02085000801
398	0.02084351516
399	0.02083758344
400	0.02080009541
401	0.02044447135
402	0.02044347104
403	0.02043509893
404	0.02041584188
405	0.02039757984
406	0.02037249623
407	0.0203492312
408	0.02033259832
409	0.02032456746
410	0.02030720696
411	0.02030083991
412	0.02029902728
413	0.02029664451
414	0.02029315991
415	0.02028737326
416	0.02028266378
417	0.02014015706
418	0.02008138438
419	0.02007252673
420	0.02006737154
421	0.02004890296
422	0.02003306094
423	0.01983415256
424	0.0198301009
425	0.01973723891
426	0.01973245721
427	0.01971467699
428	0.01970927867
429	0.01966871226
430	0.01966474917
431	0.01966144166
432	0.01963595465
433	0.01963121264
434	0.01962950554
435	0.01962253059
436	0.01958882277
437	0.01958720357
438	0.01954069533
439	0.01953936186
440	0.01953590736
441	0.01953496757
442	0.01946661458
443	0.01944108693
444	0.01943721206
445	0.01940034435
446	0.01939739727
447	0.01922559731
448	0.01919446839
449	0.01917084888
450	0.01916825958
451	0.01916372735
452	0.01914021017
453	0.01913943571
454	0.0191334237
455	0.0191287267
456	0.01912140451
457	0.01911904447
458	0.01911859853
459	0.0191165762
460	0.01909232919
461	0.01909097305
462	0.0190903286
463	0.01908974136
464	0.01908567794
465	0.01907802279
466	0.0190761409
467	0.01902546635
468	0.01888569679
469	0.01885850852
470	0.01866268542
471	0.01863073795
472	0.01862948793
473	0.01862405151
474	0.01861830078
475	0.0186168628
476	0.01859876997
477	0.01859610875
478	0.01857819714
479	0.01857758341
480	0.0184594841
481	0.01845267699
482	0.01844554849
483	0.01843554947
484	0.01832323316
485	0.01830825274
486	0.01830750372
487	0.01830569031
488	0.01822192981
489	0.01822129205
490	0.0182205111
491	0.01821929442
492	0.01821138996
493	0.01820122471
494	0.01819397895
495	0.0181922866
496	0.01818498693
497	0.01817140007
498	0.0181605095
499	0.01815874144
